Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.71854591,10.74728584,9.4758625,9.41784573
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.93967104,4.91807747,4.57254791,
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.63831711,5.0110569,3.6230433,
East Asia & Pacific (excluding high income),EAP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.353222631,5.261445642,5.154511079,
Early-demographic dividend,EAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.04812078,5.074445751,4.705658448,
East Asia & Pacific,EAS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.969516979,6.770504256,6.590113928,
Europe & Central Asia (excluding high income),ECA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.544325854,5.717847581,4.710808393,
Europe & Central Asia,ECS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.50985079,10.40787335,9.757937624,
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.6576252,8.20646191,7.53457022,
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.15384626,4.60955143,4.70438385,
Euro area,EMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.22329832,11.23585607,10.76566102,
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.31046677,4.17839003,3.87447667,
Spain,ESP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.73210335,10.30862141,9.73828793,
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.57906437,7.47860336,6.98701143,
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.48096275,3.2075386,2.85274577,
European Union,EUU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.86350203,10.86994787,10.36572377,
Fragile and conflict affected situations,FCS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.912512043,5.175243546,4.546843932,
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.63249588,9.83458328,9.6589222,
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.28987408,7.06084681,4.00910091,3.57928777
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.07226849,12.29229355,11.8819046,
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.01537514,11.41321754,10.34470272,
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.41717625,2.69024062,2.85591531,
United Kingdom,GBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.96547699,12.01903439,11.05087757,10.872015
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.34160137,8.3153286,7.25569582,
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.4331708,3.86030865,3.6993649,
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.90094519,3.7175858,3.95847702,
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.72824264,3.19251013,3.41435836,
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.0293932,8.16332626,8.11358356,
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.99582434,3.39468098,2.91350007,
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.5242157,9.18476486,8.49983692,
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.3228159,5.34433317,4.94846392,
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.45951891,6.97680426,7.44098806,
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.4180727,4.92369986,3.00636959,
High income,HIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,13.76473163,13.1255942,12.52108025,
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.03509808,9.16101742,8.28209972,
Heavily indebted poor countries (HIPC),HPC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.983652908,4.937928634,4.780126711,
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.64949179,8.01351929,7.21545315,
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.22171092,3.44216156,3.20848918,
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.28760386,7.38329268,6.68981791,6.3573041
IBRD only,IBD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.818891176,5.697354156,5.55008062,
IDA & IBRD total,IBT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.677991895,5.590351075,5.447001683,
IDA total,IDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.940718688,4.151570478,4.099383542,
IDA blend,IDB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.650140262,4.016450526,4.029962979,
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.42067289,3.70634937,2.69394851,
IDA only,IDX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.173769298,4.260467844,4.15494502,
Isle of Man,IMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.34146094,3.34680939,3.3058846,
Not classified,INX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.06342745,6.59614468,6.11978531,
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.40149546,5.77013779,5.34889174,
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.76473284,5.25095701,4.29332495,
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.67780685,9.78697014,9.28593922,8.99166012
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.70120192,7.67129993,7.34161806,
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.62485981,9.34389782,9.02753067,8.51808929
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.62580395,7.18521214,7.77706337,
Jordan,JOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.11578226,7.20182657,6.82820034,
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.20903683,11.18996906,11.42183685,
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.75300956,3.92458963,3.74026752,
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.49248838,4.56525421,4.32603645,
Kyrgyz Republic,KGZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.94803715,5.35275412,4.92258883,
Cambodia,KHM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.28458023,5.51976061,4.71089554,
Kiribati,KIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,13.53000164,11.65399933,10.49855042,
St. Kitts and Nevis,KNA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.66188908,6.17941952,5.56801701,
"Korea, Rep.",KOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.3554945,8.95732689,9.43414211,9.88014412
Kuwait,KWT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.23488235,5.50187826,4.26875782,
Latin America & Caribbean (excluding high income),LAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.287643816,8.135353096,7.789849269,
Lao PDR,LAO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.05965185,2.74392009,2.01825476,
Lebanon,LBN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.57650805,4.85634661,5.73500204,
Liberia,LBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.90504265,13.8384428,13.47386169,
Libya,LBY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.10674047,6.21384287,4.65005827,
St. Lucia,LCA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.75983715,5.67880821,5.01938295,
Latin America & Caribbean,LCN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.383748164,8.233717992,7.901369842,
Least developed countries: UN classification,LDC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.925795169,4.018417444,3.907033264,
Low income,LIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.817144151,5.808856598,5.737997892,
Liechtenstein,LIE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Sri Lanka,LKA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.06134748,4.02830219,4.36269855,
Lower middle income,LMC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.825577005,3.966455013,3.892083233,
Low & middle income,LMY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.506663471,5.436701182,5.281293513,
Lesotho,LSO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.45941448,10.81370068,12.65127754,
Late-demographic dividend,LTE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.123039766,5.910484932,5.82776755,
Lithuania,LTU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.47439718,7.75970221,7.24335003,7.29381466
Luxembourg,LUX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.76488066,5.66065645,5.55154753,5.78284121
Latvia,LVA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.28520584,9.10995388,7.62168407,
"Macao SAR, China",MAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
St. Martin (French part),MAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.59079361,5.522717,5.68049145,
Monaco,MCO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.27929592,3.67252064,3.39779735,
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.00484037,7.7490406,6.96505404,
Madagascar,MDG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.72316122,3.5045228,3.25023246,
Maldives,MDV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.3365984,10.09611702,9.65276241,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.798687408,5.517058513,4.784340174,
Mexico,MEX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.0537405,5.89244318,5.72145176,
Marshall Islands,MHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.17444134,12.54099083,11.73604298,
Middle income,MIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.503313913,5.432985715,5.276236765,
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.73212385,8.5240345,7.6204114,
Mali,MLI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.47597885,3.46649742,3.67284775,
Malta,MLT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.60137844,10.36362457,9.52376747,
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.38807583,5.83599281,5.20476246,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.075551637,5.071819021,4.67920433,
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.42177582,10.55253506,10.92241859,
Mongolia,MNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.6662488,7.21042728,8.85170174,
Northern Mariana Islands,MNP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.54172373,8.86981869,8.77717781,
Mauritania,MRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.00147843,3.78022528,4.48389912,
Mauritius,MUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.09606028,6.6160841,5.82381678,
Malawi,MWI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.17979383,7.62815809,6.50023508,
Malaysia,MYS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.08254337,4.37382412,3.90591931,
North America,NAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,18.39669783,17.10612213,16.08739351,
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.88723373,9.33766365,9.29635525,
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.17007589,5.81452751,4.35259724,
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.38063431,4.07625723,4.27090406,
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.58996105,9.59249973,8.95364857,
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.22355747,11.12490749,10.10068321,
Norway,NOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.42416382,9.8142643,7.94803333,
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.2080965,5.32333136,6.65589333,
Nauru,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.55650234,12.00061035,18.17031097,
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.05994129,10.0194025,10.02858067,
OECD members,OED,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,13.95480214,13.38254559,12.85819971,
Oman,OMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.11922884,4.37028217,2.9162159,
Other small states,OSS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.937839223,8.093878822,7.59538349,
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.95273018,2.99015832,2.90434051,
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.21630001,9.13571072,8.46561432,
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.36273861,6.67921352,6.0930872,
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.16214037,5.97500563,5.15676308,5.10629606
Palau,PLW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,13.33730412,14.62713623,14.28555965,
Papua New Guinea,PNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.30193973,2.33994722,2.61825109,
Poland,POL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.49677992,6.43857718,6.39626455,7.00451565
Pre-demographic dividend,PRE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.421060734,4.586247782,4.404538664,
Puerto Rico (US),PRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
"Korea, Dem. People's Rep.",PRK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Portugal,PRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.54770088,11.1236763,10.46883011,10.00331116
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.67533064,8.03277016,7.73804235,
West Bank and Gaza,PSE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.27610207,10.4347353,9.73336029,
Pacific island small states,PSS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.213840843,7.294171957,5.698650438,
Post-demographic dividend,PST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,14.44394506,13.85793582,13.36191455,
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.81872201,2.8927927,2.18112326,
Romania,ROU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.22618055,6.46980715,5.7490139,
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.04076004,6.97584295,6.91986275,
Rwanda,RWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.48696899,7.30378389,7.8792119,
South Asia,SAS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.263977927,3.282118151,3.264518025,
Saudi Arabia,SAU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.64630127,5.93034029,4.62462378,
Sudan,SDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.00965381,2.83127832,4.61874437,
Senegal,SEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.15119171,4.44256258,4.06358385,
Singapore,SGP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.61608791,5.16690779,4.89702511,
Solomon Islands,SLB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.89478445,4.94758463,4.82369328,
Sierra Leone,SLE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.32588673,8.55334377,7.94752312,
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.95105076,10.12668991,9.84079742,
San Marino,SMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.48147392,7.51272249,7.40650225,
Somalia,SOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.24750042,2.56882048,2.62183189,
Serbia,SRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.70042229,10.00950623,9.65742779,
Sub-Saharan Africa (excluding high income),SSA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.147791236,5.327708905,5.220250871,
South Sudan,SSD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.31798267,6.25598812,6.76125622,
Sub-Saharan Africa,SSF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.044365779,5.205762752,5.074803517,
Small states,SST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.607231486,7.667407249,6.972694462,
Sao Tome and Principe,STP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.32044411,7.85889721,7.46419811,
Suriname,SUR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.67584229,5.46009398,5.91760969,
Slovak Republic,SVK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.12650204,7.75624657,7.73064041,
Slovenia,SVN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.42807865,9.48055363,9.60507679,9.41330814
